Заказчик,Область,Адрес,Код,Дата готовности,цена,Дата оплаты *,profit,Вид работ,№
"ООО ""АТМАКОМ""", Харківська ,"Про обстеження конструкцій антенної опори загальною висотою Н=42.0 за адресою: м. Харків, вул. Киргізська, 128, з перерахунком несучої здатності, з метою встановлення додаткового антенно-фідерного обладнання ",UK0978,04.09.2020,2500,04.09.2020,350,отчет,
"ООО ""АТМАКОМ""", Харківська ,"Про обстеження конструкцій антенної опори загальною висотою Н=42,8 за адресою: Харківська обл.,  
Дергачівський р-н,с.Черкаська Лозова, з перерахунком несучої здатності, з метою встановлення додаткового антенно-фідерного обладнання ",UK0941,04.09.2020,2500,04.09.2020,350,отчет,
"ООО ""АТМАКОМ""", Харківська ,"Про обстеження конструкцій металевої щогли (Н=24,0м) на покрівлі будівлі (Н=9,1м) загальною висотою Н=33,1м за адресою: м. Харків, пр. Олександрівський 144, з перерахунком несучої здатності, з метою встановлення проектованого антенно-фідерного обладнання UK3745",UK3745,18.09.2020,2500,18.09.2020,350,отчет,
"ООО ""АТМАКОМ""",Луганська ,"Про визначення несучої здатності вежі висотою Н=39,5м, розташованої за адресою: Луганська обл., Новопсковський р-н, с. Кам'янка, земельна ділянка, з перерахунком несучої здатності, з метою встановлення додаткового антенно-фідерного обладнання  UG0630",UG0630,18.09.2020,2500,18.09.2020,350,отчет,
"ООО ""АТМАКОМ""", Харківська ,"Про обстеження конструкцій металевої щогли (Н=23,1м) на покрівлі будівлі (Н=13,4м) загальною висотою Н=36,5м за адресою: м. Харків, пр. Московський 259, з перерахунком несучої здатності, з метою встановлення проектованого антенно-фідерного обладнання  UG0914",UG0914,18.09.2020,2500,18.09.2020,350,отчет,
"ООО ""АТМАКОМ""", Харківська ,"Про обстеження конструкцій антенної опори загальною висотою Н=42.00м за адресою: Харківська обл., Харківський р-н, 
м. Харків, вул. Єнакієвська,19\318, з перерахунком несучої здатності, з метою встановлення додаткового антенно-фідерного обладнання  UG0955",UG0955,18.09.2020,2500,18.09.2020,350,отчет,
"ООО ""АТМАКОМ""", Харківська ,"Про обстеження конструкцій антенної опори загальною висотою Н=42.45м за адресою: Харківська обл., Харківський р-н, смт Безлюдівка, вул. Перемоги, 162, з перерахунком несучої здатності, з метою встановлення додаткового антенно-фідерного обладнання  UG0885",UG0885,18.09.2020,2500,18.09.2020,350,отчет,
"ООО ""АТМАКОМ""", Харківська ,"Про обстеження конструкцій металевої опори загальною висотою Н=30,9 м за адресою: м. Харків, вул. Світ Шахтаря, 4/6, з перерахунком несучої здатності, з метою встановлення додаткового антенно-фідерного обладнання  UK3947",UK3947,08.10.2020,2500,08.10.2020,350,отчет,
"ООО ""АТМАКОМ""", Харківська ,"Про обстеження конструкцій антенної опори загальною висотою Н=42.3м за адресою: Харківська обл., Харківський р-н, м. Харків, вул. Костичева, 29, з перерахунком несучої здатності, з метою встановлення додаткового антенно-фідерного обладнання UK3988",UK3988,08.10.2020,2500,08.10.2020,350,отчет,
"ООО ""АТМАКОМ""", Харківська ,"Про визначення несучої здатності вежі висотою Н=16,2м, розташованої за адресою: м. Харків, вул. Автогенна, 16, з перерахунком несучої здатності, з метою встановлення додаткового антенно-фідерного обладнання  UK3729",UK3729,08.10.2020,2500,08.10.2020,350,отчет,
"ООО ""АТМАКОМ""", Харківська ,"Про визначення несучої здатності вежі висотою Н=16,0м, розташованої за адресою: м. Харків, вул. Руставелі, 30, з перерахунком несучої здатності, з метою встановлення додаткового антенно-фідерного обладнання UK3711",UK3711,08.10.2020,2500,08.10.2020,350,отчет,
"ООО ""АТМАКОМ""", Харківська ,"Про визначення несучої здатності вежі висотою м. Харків, пр-т Петра Григоренка, 10/14 UK3651",UK3651,08.10.2020,2500,08.10.2020,350,отчет,
"ООО ""Люм’єр Україна""",Донецька ,Ёлка Стволовая 14м с литой хвоей,"м Святогірськ
Донецькій обл
",30.10.2020,5000,30.10.2020,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Про обстеження конструкцій будівлі на ділянці встановлення вежі висотою Н=16,0м на покрівлі будівлі загальною висотою Н=20,0м, за адресою: Донецька обл., м. Маріуполь, пров. Банний 5, з перерахунком несучої здатності, з метою встановлення додаткового антенно-фідерного обладнання ",UD2993,08.11.2020,4600,08.11.2020,350,проект привязки,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Валківський р-н, сщ. При-вокзальне, вул. Привокзальна 13, з метою встановлення обладнання мобільного зв’язку",KHA GAZ OVE,21.11.2020,1700,21.11.2020,350,отчет,
"ООО ""ВКФ ""Алькада""",Кіровоградська,"Кіровоградська обл., Новоукраїнський р-н, м. Новоукраїнка, вул. Миколи Воронного, 186, з метою встанов- лення обладнання мобільного зв’язку ",DNE NOV CAR,04.12.2020,1700,04.12.2020,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харьковская обл., Волчанский р-н, пгт. Вильча, труба котельной.",KH0731,30.11.2020,2300,04.12.2020,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"Днепропетровская обл, Павлоградский р-н, с. Кочережки",DN2632,01.12.2020,2300,11.12.2020,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"Днепропетровская обл, Павлоградский р-н, с. Приволчанское, ул. Школьная",DN2648,03.12.2020,2300,15.12.2020,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Валківський р-н, сщ. При-вокзальне, вул. Привокзальна 13, з метою встановлення обладнання мобільного зв’язку",KHA GAZ OVE,15.12.2020,2300,31.12.2020,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"DN0249 Дніпропетровський р-н., с. Старі Кодаки, вул. Аеропорт, 227","DN0249
",25.12.2020,2300,13.01.2020,350,отчет,
Конструктор Люмьер,,площидка над парковкой,,27.12.2020,7000,28.12.2020,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"DN4045 Днепропетровская обл, Каменский р-н, г. Вольногорск, ул. Степная.",DN4045,17.01.2021,2300,31.01.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька область,"Донецька область, м. Маріуполь, пров. Ризький, 40",UD2952  ,01.02.2021,2300,10.02.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька область,"Днепропетровская обл, Перопавловский р-н,с.Брагиновка ",DN2643,01.03.2021,2300,03.03.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька область,"Донецька область, м. Маріуполь, пров. Ризький, 40",UD2952  ,01.02.2021,600,12.03.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька область," Харківської обл., Чугуївський р-н, с.Малинівка",KH2709,08.03.2021,2300,17.03.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька область,"Донецька область, Мангушський р-н, смт Мангуш, вул. Поштова, 14-а
",UD2784,10.03.2021,2300,21.03.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",,тивовая 10.03.2021 24м,,15.03.2021,2000,27.03.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",,тивовая 10.03.2021 14м,,15.03.2021,2000,27.03.2021,350,отчет,
НЕМ,,РНС упорной стены ТС-8,,25.03.2021,2000,26.03.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька область, м. Маріуполь, Кальміуський р-н, сел. Старий Крим, вул. Центральна, 51-Б",UD0945,29.03.2021,2300,06.04.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька область, м. Маріуполь, вул. Варшавська, ринок",UD0670,29.03.2021,2300,08.04.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"Днепропетровская обл, Павлоградский р-н, с. Кочережки",DN2632,24.03.2021,500,03.04.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., м. Маріуполь, вул. Київська, 31",UD2754,29.03.2021,2300,08.04.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., м. Маріуполь, с. Кам’янське, вул. Червоногвардійська, 6",UD0758,30.03.2021,2300,09.04.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., м. Маріуполь, Володарське шосе, 1",UD1969,05.04.2021,2300,15.04.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., м. Маріуполь, вул. Гранітна, насосна станція 3-го підйом",UD2933,07.04.2021,2300,16.04.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., м. Маріуполь, вул. Карпова, 80",UD2948,10.04.2021,2300,19.04.2021,350,отчет,
"ООО ""АТМАКОМ""", Харківська ,"м. Харків, Салтівське шосе, 268” ",UK0830 ,10.04.2021,2500,21.04.2021,350,отчет,№2 2021
"ООО ""АТМАКОМ""", Харківська ,"Харківська обл., Харківський р-н, м. Харків, пр. Тракторобудівників, 59\56",UK0832,11.04.2021,2500,21.04.2021,350,отчет,№2 2021
"ООО ""АТМАКОМ""", Харківська ,"Харківська обл., м. Вовчанськ, пл. Привокзальна, 11",UK0836,10.04.2021,2500,21.04.2021,350,отчет,№2 2021
"ООО ""АТМАКОМ""", Харківська ,"м. Харків, вул. Целиноградська, 50",UK0868,10.04.2021,2500,21.04.2021,350,отчет,№2 2021
"ООО ""АТМАКОМ""", Харківська ,"Харківська обл., Харківський р-н, м. Харків, пр. Гагаріна, 181
",UK0905,10.04.2021,2500,21.04.2021,350,отчет,№2 2021
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Зміївський р-н, с.Донец",KH0655,10.04.2021,2300,19.04.2021,350,отчет,
"ООО ""АТМАКОМ""", Харківська ," м. Харків, вул. Тракторобудівників, 111А",UK0778,14.04.2021,2500,23.04.2021,350,отчет,№3 2021
"ООО ""АТМАКОМ""", Харківська ," м. Харків, вул. Харківських дивізій, 23",UK0807,14.04.2021,2500,23.04.2021,350,отчет,№3 2021
"ООО ""АТМАКОМ""", Харківська ," м. Харків, вул. Гвардійців Широнінців, 68",UK0882,18.04.2021,2500,23.04.2021,350,отчет,№3 2021
"ООО ""АТМАКОМ""", Харківська ," м. Харків, вул. Морозова, 3А",UK0887,15.04.2021,2500,23.04.2021,350,отчет,№3 2021
"ООО ""АТМАКОМ""", Харківська ," м. Харків, вул. Микитенко, 10",UK0891,15.04.2021,2500,23.04.2021,350,отчет,№3 2021
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецкая обл., г. Мариуполь, ул. Таганрогское шоссе, 36, башня ПрАО ""ВФ Украина""",UD0654 ,21.04.2021,2300,04.05.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька область, м. Маріуполь, пр-т. Нахімова, 182",UD0768  ,16.04.2021,2300,24.04.2021,350,отчет,
"ООО ""Люм’єр Україна""",,5 шт конструккий детской площидки Одесса,,21.04.2021,21000,01.05.2021,350,отчет,
"ООО ""Люм’єр Україна""",,5 шт конструккий детской площидки Одесса ДОП,,21.04.2021,1500,01.05.2021,350,отчет,
"ООО ""АТМАКОМ""",Сумська,"Сумська обл., Буринський р-н, с. Піски",US0697,17.05.2021,2500,03.06.2021,350,отчет,№4 2021
"ООО ""АТМАКОМ""",Сумська,"Сумська обл., Путівльський р-н, с. Кочерги, вул. Миру, землевідведення",US0629,21.05.2021,2500,03.06.2021,350,отчет,№4 2021
"ООО ""АТМАКОМ""",Сумська,"Сумська обл., Сумський р-н, с. Юнаківка, вул. Новоселівська","US0609
",17.05.2021,2500,03.06.2021,350,отчет,№4 2021
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька область, м. Маріуполь. вул. Металургійна, 1",UD0770,23.04.2021,2300,06.05.2021,350,отчет,
"ООО ""АТМАКОМ""",Запорізька ,"Запорізька обл., Якимівський р-н, смт. Кирилівка, Приморський бульвар,
30",UZ1738,04.05.2021,2500,14.05.2021,350,отчет,№3 2021
"ООО ""АТМАКОМ""",Запорізька ,"Запорізька обл., Якимівський р-н,
смт. Кирилівка, б/в «Колос»",UZ2978,07.05.2021,2500,14.05.2021,350,отчет,№3 2021
"ООО ""АТМАКОМ""",Запорізька ,"Запорізька обл., Якимівський р-н, смт. Кирилівка, вул. Коса Пересип, 58",UZ2981,04.05.2021,2500,14.05.2021,350,отчет,№3 2021
"ООО ""АТМАКОМ""",Запорізька ,"Запорізька область, Якимівський р-он смт. Кирилівка. вул. Коса
Федотова, буд. 63,",UZ4820,04.05.2021,2500,14.05.2021,350,отчет,№3 2021
"ООО ""ВКФ ""Алькада""",Полтавська ,"місто Полтава, вул. Енергетична, 3 Б",KHA POL ZAT,04.05.2021,2300,14.05.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Полтавська ,"місто Полтава, вул. Енергетична, 3 Б",KHA POL ZAT,09.05.2021,2300,19.05.2021,350,ПУ,
"ООО ""АТМАКОМ""",Запорізька ,"Запорізька обл., Бердянський р-н, с. Червоне Поле, вул. Центральна, 111а",UZ0662,08.05.2021,2500,14.05.2021,350,отчет,№3 2021
"ООО ""АТМАКОМ""",Запорізька ,"м. Запоріжжя, вул. Виробнична, 11а",UZ0700,04.05.2021,2500,14.05.2021,350,отчет,№3 2021
"ООО ""АТМАКОМ""",Запорізька ,"м. Запоріжжя , Донецьке шосе, 6",UZ0707,04.05.2021,2500,14.05.2021,350,отчет,№3 2021
"ООО ""АТМАКОМ""",Запорізька ,"м. Запоріжжя, пр. Інженера Преображенського, 33",UZ0714,05.05.2021,2500,14.05.2021,350,отчет,№3 2021
"ООО ""АТМАКОМ""",Запорізька ,"м. Запоріжжя, вул. Руставі, 1-Д",UZ0723,05.05.2021,2500,14.05.2021,350,отчет,№3 2021
"ООО ""ВКФ ""Алькада""",Дніпропетрівська," Дніпропетровська обл., Павлоградський р-н, с. В'язівок ППР",DN2623,17.05.2021,2300,28.05.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська," ДніnроnеmроВська оі5л, с.ЖоВmі Водu, Вул. Перемогu, 59",DN3007,05.06.2021,2300,15.06.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Сумська," Сумська обл., Липоводолинський р-н, с. Саї", KHA LIP SAI,14.05.2021,2300,26.05.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Сумська," Сумська обл., Роменський р-н, с. Овлаші,
башта ПрАТ «Київстар»",KHA ROM OVL,12.05.2021,2300,22.05.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"Базова станція UХ4616 за адресою:  
Дніпропетровська обл., Криворізький р-н, с. Шевченківське, вул. Софіївська, 20",UХ4616,18.05.2021,2300,31.05.2021,350,отчет,
"ООО ""АТМАКОМ""",Донецька ,"Донецька область, м.
Маріуполь, вул. Варшавська, територія ринку ",UD0670,21.05.2021,2500,03.06.2021,350,отчет,№4 2021
"ООО ""АТМАКОМ""",Донецька ,"Донецька обл., Волноваський р-н, с. Хлібодарівка",UD0646,23.05.2021,2500,03.06.2021,350,отчет,№4 2021
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"Dnipropetrovs'ka obl.,  Pokrovs'kyi r-n., Velykomykhailivka",DN4026,22.05.2021,2300,03.06.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецкая обл., г. Мариуполь, ул. Таганрогское шоссе, 36, башня ПрАО ""ВФ Украина""",UD0654 ,17.05.2021,800,29.05.2021,350,доп,
"ООО ""АТМАКОМ""",Сумська,"Сумська обл., Кролевецький р-н, с. Литвиновичі, землевідведення. Власна вежа 70 м",US0679,21.05.2021,2500,03.06.2021,350,отчет,№4 2021
"ООО ""ВКФ ""Алькада""",Дніпропетрівська," Дніпропетровська обл., Павлоградський р-н, с. В'язівок ППР",DN2623,27.05.2021,1000,29.05.2021,350,доп,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"Dnipropetrovs'ka obl.,  Pokrovs'kyi r-n., Velykomykhailivka",DN4026,30.05.2021,2300,09.06.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Івано-Франківська,"Івано-Франківська обл., Верховинський р-н, село
Верхній Ясенів, щогла Київстар",LVI VEH KST,31.05.2021,2300,11.06.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Івано-Франківська,"вано-Франківська обл., Косівський р-н, с. Брустурів ",LVI BRS KST,30.05.2021,2300,09.06.2021,350,отчет,
"ООО ""АТМАКОМ""",Донецька ,"Донецька обл., м. Маріуполь, вул. Волгоградська, 5
","UD0947
",01.06.2021,2500,25.06.2021,350,отчет,№5 2021
"ООО ""АТМАКОМ""", Харківська ,"м. Харків, вул. Польова, 44",UK3644,06.06.2021,2500,25.06.2021,350,отчет,№5 2021
"ООО ""АТМАКОМ""", Харківська ,"м. Харків, вул. Марка Вовчка, 6-В",UK3923,06.06.2021,2500,25.06.2021,350,отчет,№5 2021
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька область, м. Маріуполь, вул. шевченка, 1.",UD1956,04.06.2021,2300,15.06.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., м. Краматорськ, вул. Паркова, 62, ПТУ 28
",UD0664,06.06.2021,2300,17.06.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Івано-Франківська,"Івано-Франківська обл., Верховинський р-н, с. Замагора",LVI ZAM KST,10.06.2021,2300,20.06.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"Dnipropetrovs'ka obl.,  Pokrovs'kyi r-n., Velykomykhailivka",DN4026,12.06.2021,3000,23.06.2021,350,КМ,
"ООО ""ВКФ ""Алькада""",Івано-Франківська,"Івано-Франківська, Надвірнянський р-н, с. Красна",LVI KRA KST,10.06.2021,2300,20.06.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., м. Маріуполь, Володарське шосе, 1",UD1969,14.06.2021,2300,11.07.2021,350,отчет,
"ООО ""АТМАКОМ""",Запорізька ,"Запорізька обл., м. Бердянськ, вул. Причальна, 36",UZ2994,14.06.2021,2500,25.06.2021,350,отчет,№5 2021
"ООО ""АТМАКОМ""",Донецька ,"Донецька обл., м.
Маріуполь, прос.Миру, 147,",UD2961 ,17.06.2021,2500,25.06.2021,350,отчет,№5 2021
"ООО ""АТМАКОМ""",Донецька ,"Донецька обл., м. Маріуполь, вул. Шепотіленко, 6,",UD0772,16.06.2021,2500,25.06.2021,350,отчет,№5 2021
"ООО ""ВКФ ""Алькада""",Івано-Франківська,"вано-Франківська обл., Косівський р-н, с. Брустурів ",LVI BRS KST,10.06.2021,1000,23.06.2021,350,отчет,
"ООО ""АТМАКОМ""", Харківська ,"Харківська обл., м. Харків, вул. Роганська, 160",UK1705,06.07.2021,2500,23.07.2021,350,отчет,№6 2021
"ООО ""АТМАКОМ""",Запорізька ,"Запорізька обл., Приазовський р-н, с. Володимирівка",UZ3611,06.07.2021,2500,23.07.2021,350,отчет,№6 2021
"ООО ""АТМАКОМ""",Запорізька ,"Запорізька обл., Приморський р-н, с. Шевченко",UZ3613,06.07.2021,2500,23.07.2021,350,отчет,№6 2021
"ООО ""ВКФ ""Алькада""",Івано-Франківська,"вано-Франківська обл., Косівський р-н, с. Брустурів ",LVI BRS KST,14.07.2021,4000,19.08.2021,350,КМ,
"ООО ""ВКФ ""Алькада""", Харківська ,"Донецька обл. м. Маріуполь, вул. Далекосхідна, 53А",UD1985,16.07.2021,2300,01.08.2021,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Ізюмський р-н, с. Оскіл",UK0667,11.07.2021,2300,18.07.2021,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Барвінківський р-н, с. Мечебилове, вул. Лозівська",UK0671,11.07.2021,2300,19.07.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Полтавська ,Полтавська обл м. Полтава Вул.Небесної сотні 91,нет УЧН,18.07.2021,2300,04.08.2021,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Ізюмський р-н, с. Довгеньке за межами населеного пункту",UK0695,14.07.2021,2300,22.07.2021,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Первомайський р-н, с. Верхня Орілька, вул. Іваненко
",UK0700,14.07.2021,2300,26.07.2021,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Дворічанський р-н, с. Кам'янка, вул. Серпова, 67",UK0712,14.07.2021,2300,26.07.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"Дніпропетровська обл., с. Жовті Bodи",DN3007,19.07.2021,2300,30.07.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., м. Маріуполь, Володарське шосе, 1",UD1969,16.07.2021,2300,27.07.2021,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Золочівський р-н,
с. Олександрівка, вул. Чадунелі",UK0760,28.07.2021,2300,14.08.2021,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Харківський р-н, м. Мерефа, Залізничний тупик, 32»",UK0966,27.07.2021,2300,04.08.2021,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Харківський р-н, смт Утківка,
вул. Слобожанська, 78»",UK0990,27.07.2021,2300,06.08.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"Дніпропетровська оол., Нежівський р-н, 
с. НовопііJгороіJнє, оашта ПрА Т ""ВФ Укра їна'",DN4044,18.07.2021,2300,29.07.2021,350,отчет,
"ООО ""АТМАКОМ""",Запорізька ,"м. Запоріжжя, вул. Адмірала Ушакова, 252”",UZ0752,22.07.2021,2500,30.07.2021,350,отчет,№7 2021
"ООО ""АТМАКОМ""",Запорізька ,"м. Запоріжжя, вул. Металургів, 32",UZ0987,22.07.2021,2500,30.07.2021,350,отчет,№7 2021
"ООО ""АТМАКОМ""",Запорізька ,"Запорізька обл., Василівський р-н, м. Дніпрорудне, вул. Ентузіастів, 17",UZ0833,22.07.2021,2500,30.07.2021,350,отчет,№7 2021
"ООО ""АТМАКОМ""",Запорізька ,"Запорізька обл., м. Вільнянськ, вул. Бочарова, 16",UZ0962,22.07.2021,2500,30.07.2021,350,отчет,№7 2021
"ООО ""АТМАКОМ""",Запорізька ,"м. Запоріжжя, вул. Лассаля, 52А(Щогла Водафон)",UZ2928,22.07.2021,2500,30.07.2021,350,отчет,№7 2021
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., м. Святогірськ, вул. Островського, 9
",UD0905,28.07.2021,2300,12.08.2021,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., м. Ізюм ",KH0638,28.07.2021,2300,12.08.2021,350,отчет,
